date,SP500,USDRMB,SHINDEX,SZINDEX,USDINDEX,EURUSD,tmp_df
2000-04-14 00:00:00,1356.56,8.2794,1833.665,4619.186,117.1741,0.9583,0.6136065836898595
2000-04-17 00:00:00,1401.44,8.2794,1795.058,4544.482,117.2667,0.9533,0.7571013456887348
2000-04-18 00:00:00,1441.61,8.2794,1813.495,4568.434,117.3875,0.9476,0.2385739862060876
2000-04-19 00:00:00,1427.47,8.279,1828.71,4574.25,117.5498,0.9386,0.618951303332904
2000-04-20 00:00:00,1434.54,8.2793,1847.027,4588.805,117.5865,0.938,0.3149450953393858
2000-04-24 00:00:00,1429.86,8.2785,1837.398,4533.51,117.6587,0.9393,-0.41100215143147734
2000-04-25 00:00:00,1477.44,8.2786,1833.469,4528.921,117.8909,0.9196,-0.7553730126985029
2000-04-26 00:00:00,1460.99,8.2791,1832.779,4554.846,118.2411,0.9233,0.16955357357910816
2000-04-27 00:00:00,1464.92,8.2795,1806.83,4553.952,118.7117,0.9102,-0.7469420623618804
2000-04-28 00:00:00,1452.43,8.2798,1836.321,4683.17,118.97,0.909,-0.872198793236314
2000-05-08 00:00:00,1424.17,8.2799,1836.637,4651.649,119.9129,0.8969,-0.7540239210339287
2000-05-09 00:00:00,1412.14,8.2798,1806.638,4554.061,119.8746,0.9065,0.12822421749376994
2000-05-10 00:00:00,1383.05,8.279,1752.689,4438.823,119.9035,0.9088,-0.14091930920162693
2000-05-11 00:00:00,1407.81,8.2785,1724.048,4367.384,120.0816,0.8992,0.5122298600309996
2000-05-12 00:00:00,1420.96,8.2782,1720.608,4378.451,119.8104,0.9181,-0.6653445706751205
2000-05-15 00:00:00,1452.36,8.2778,1704.587,4296.919,119.9938,0.9123,1.3081635950159212
2000-05-16 00:00:00,1466.04,8.2777,1724.538,4346.123,120.0743,0.9033,0.8588240872752498
2000-05-17 00:00:00,1447.8,8.2772,1725.398,4357.094,120.6954,0.895,-1.1623833077447854
2000-05-18 00:00:00,1437.21,8.2768,1758.537,4439.386,120.6229,0.8931,0.9598625485390536
2000-05-19 00:00:00,1406.95,8.2773,1777.828,4479.366,120.343,0.8987,-0.7862560906325639
2000-05-22 00:00:00,1400.72,8.2768,1824.736,4573.426,120.1599,0.9045,0.5422492575884533
2000-05-23 00:00:00,1373.86,8.277,1832.075,4547.504,120.2616,0.9056,0.5133099218411401
2000-05-24 00:00:00,1399.05,8.2768,1855.493,4616.098,120.3773,0.9067,0.270329201254508
2000-05-25 00:00:00,1381.52,8.2769,1880.704,4677.287,120.3016,0.913,1.0005508004073584
2000-05-26 00:00:00,1378.02,8.2773,1879.617,4662.296,119.6279,0.9318,0.016472913874299614
2000-05-30 00:00:00,1422.45,8.2768,1877.471,4640.022,119.472,0.9315,-0.5942247277032503
2000-05-31 00:00:00,1420.6,8.2772,1894.554,4643.155,119.4828,0.9357,1.6270666873311457
2000-06-01 00:00:00,1448.81,8.2773,1903.488,4695.467,119.562,0.9331,0.06704855153105019
2000-06-02 00:00:00,1477.26,8.2771,1916.25,4728.883,118.8636,0.9416,1.2407201386431683
2000-06-05 00:00:00,1467.63,8.2771,1899.092,4721.137,118.5739,0.9481,-0.2125961356542043
2000-06-06 00:00:00,1457.84,8.277,1925.544,4824.79,118.1897,0.9549,-0.3902030726082061
2000-06-07 00:00:00,1471.36,8.2773,1935.031,4826.191,118.2498,0.961,0.6537744543735147
2000-06-08 00:00:00,1461.67,8.2773,1925.206,4760.341,118.6883,0.9563,-0.14458758276155873
2000-06-09 00:00:00,1456.95,8.2775,1900.787,4731.389,118.8726,0.9534,-1.0079896624007714
2000-06-12 00:00:00,1446.0,8.2772,1912.557,4737.88,118.6535,0.9532,-0.6720578484204542
2000-06-13 00:00:00,1469.44,8.2771,1938.674,4790.023,118.2944,0.9603,1.329187768262363
2000-06-14 00:00:00,1470.54,8.277,1932.29,4766.485,118.3872,0.9603,0.6579021686441839
2000-06-15 00:00:00,1478.73,8.2768,1942.285,4793.615,118.6281,0.9532,-1.0612764933112928
2000-06-16 00:00:00,1464.46,8.2768,1926.944,4757.174,118.3158,0.9652,-0.6275534944894817
2000-06-19 00:00:00,1486.0,8.2768,1915.205,4752.922,118.283,0.9588,0.06550785208807622
2000-06-20 00:00:00,1475.95,8.2768,1895.348,4733.929,118.4262,0.9577,-1.5801188803156077
2000-06-21 00:00:00,1479.13,8.277,1913.131,4788.612,118.7098,0.9449,-1.1324540514718262
2000-06-22 00:00:00,1452.18,8.2772,1913.901,4764.771,118.7146,0.9378,-0.5576105676390252
2000-06-23 00:00:00,1441.48,8.2771,1939.627,4808.313,119.1115,0.936,-0.07854667116353428
2000-06-26 00:00:00,1455.31,8.2769,1948.639,4823.824,119.3328,0.9381,0.6488275354489622
2000-06-27 00:00:00,1450.55,8.2773,1942.898,4816.375,119.2259,0.9464,-2.1518527936754652
2000-06-28 00:00:00,1454.82,8.2774,1947.481,4824.676,119.0411,0.9428,0.6183777058872518
2000-06-29 00:00:00,1442.39,8.2775,1937.261,4846.781,118.6595,0.952,0.9903262956865223
2000-06-30 00:00:00,1454.6,8.278,1928.106,4830.674,118.6706,0.9533,0.8757868979061376
2000-07-03 00:00:00,1469.54,8.2782,1895.637,4739.369,118.3044,0.9506,-0.8033992129910671
2000-07-05 00:00:00,1446.23,8.2789,1909.187,4735.259,118.6691,0.9532,-0.057522285566865915
2000-07-06 00:00:00,1456.67,8.2787,1902.552,4703.529,118.7577,0.9506,0.5305065340497229
2000-07-07 00:00:00,1478.9,8.2791,1932.792,4753.033,118.8205,0.9468,-0.33379664510775653
2000-07-10 00:00:00,1475.62,8.2793,1948.021,4723.393,118.6314,0.9543,-0.3375837972073938
2000-07-11 00:00:00,1480.88,8.2795,1960.541,4804.067,118.6003,0.9518,0.09017240400094671
2000-07-12 00:00:00,1492.92,8.2794,1973.374,4805.007,119.1579,0.9417,1.6286361281470512
2000-07-13 00:00:00,1495.84,8.2795,1979.201,4839.131,119.2669,0.9363,0.6401167071089353
2000-07-14 00:00:00,1509.98,8.2791,1987.192,4834.614,119.1704,0.9368,1.6334634146780351
2000-07-17 00:00:00,1510.49,8.2796,1982.479,4770.58,119.218,0.9355,-0.48851241014745983
2000-07-18 00:00:00,1493.74,8.2791,1993.986,4795.605,119.1823,0.9264,-0.7808802297550518
2000-07-19 00:00:00,1481.96,8.2796,1998.426,4794.098,119.4498,0.9229,0.1410141245384719
2000-07-20 00:00:00,1495.57,8.2796,1991.56,4801.64,119.1012,0.9325,2.8004098348443485
2000-07-21 00:00:00,1480.19,8.2796,1996.336,4797.621,119.0195,0.9371,-0.6822540969459728
2000-07-24 00:00:00,1464.29,8.2795,1989.239,4774.39,118.9788,0.9324,1.0567162429557764
2000-07-25 00:00:00,1474.47,8.2798,1996.577,4781.091,118.9321,0.9378,-0.45968261415204975
2000-07-26 00:00:00,1452.42,8.2797,2012.319,4819.62,118.9229,0.9411,0.9247682000011805
2000-07-27 00:00:00,1449.62,8.2796,2012.35,4854.808,119.1557,0.9328,1.7441476198339467
2000-07-28 00:00:00,1419.89,8.2793,2012.793,4852.715,119.5977,0.923,1.3380897525415254
2000-07-31 00:00:00,1430.83,8.2794,2023.539,4894.125,119.7195,0.9265,-1.7314949182082304
2000-08-01 00:00:00,1438.1,8.2792,2028.151,4905.027,119.7692,0.9202,1.1065912464325374
2000-08-02 00:00:00,1438.7,8.2788,2030.683,4899.139,119.771,0.9119,1.0841580749880273
2000-08-03 00:00:00,1452.56,8.2791,2036.301,4916.637,120.0245,0.9068,1.7267123260571873
2000-08-04 00:00:00,1462.93,8.2796,2026.361,4915.972,119.9343,0.9077,1.9213654915339098
2000-08-07 00:00:00,1479.32,8.2798,2039.419,4950.789,119.9024,0.9081,0.8659786407291332
2000-08-08 00:00:00,1482.8,8.2799,2049.916,4989.45,120.1124,0.9015,1.0717892449187594
2000-08-09 00:00:00,1472.87,8.2799,2061.18,5022.877,119.9924,0.8984,-1.5943717398169996
2000-08-10 00:00:00,1460.25,8.2798,2065.943,5036.55,119.8183,0.9075,-1.236374936353473
2000-08-11 00:00:00,1471.84,8.2799,2062.666,5018.01,119.8098,0.9032,-0.7478877320741256
2000-08-14 00:00:00,1491.56,8.2796,2076.3,5013.178,119.9003,0.905,-1.168581987441669
2000-08-15 00:00:00,1484.43,8.2795,2076.823,4980.145,119.6335,0.9131,-0.7968210805819774
2000-08-16 00:00:00,1479.85,8.2788,2083.467,4999.46,119.3663,0.9154,0.5321248437507915
2000-08-17 00:00:00,1496.07,8.2797,2091.586,5011.909,119.3092,0.9172,-0.5033403549547177
2000-08-18 00:00:00,1491.72,8.2799,2090.183,5006.876,119.6575,0.9068,0.6721481301576688
2000-08-21 00:00:00,1499.48,8.2797,2108.69,5021.254,119.7866,0.9015,-0.3164113152613237
2000-08-22 00:00:00,1498.13,8.2799,2074.703,4944.662,119.9206,0.8973,-0.35234019332424993
2000-08-23 00:00:00,1505.97,8.2799,2057.919,4901.465,119.9845,0.8996,-1.4141023935616357
2000-08-24 00:00:00,1508.31,8.2793,2071.161,4936.293,119.7774,0.902,-1.1776328419379618
2000-08-25 00:00:00,1506.45,8.2799,2086.703,4950.653,119.7694,0.9024,-0.3583501427944943
2000-08-28 00:00:00,1514.09,8.2799,2100.585,4957.475,119.7083,0.9002,1.0820593928755766
2000-08-29 00:00:00,1509.84,8.2799,2105.476,4985.459,119.9337,0.8922,-0.6254128929902323
2000-08-30 00:00:00,1502.59,8.2799,2076.143,4930.824,119.9696,0.8925,0.2898692698865897
2000-08-31 00:00:00,1517.68,8.2788,2021.199,4826.303,119.9787,0.8875,-1.5259955184509104
2000-09-01 00:00:00,1520.77,8.2786,1999.859,4782.933,119.5333,0.8984,0.9267436685440479
2000-09-05 00:00:00,1507.08,8.2786,1963.792,4723.073,120.0522,0.8886,-0.43523405394613685
2000-09-06 00:00:00,1492.25,8.279,1925.907,4632.687,120.8229,0.8702,0.5196831789720452
2000-09-07 00:00:00,1502.51,8.2794,1950.663,4670.472,120.5574,0.8738,-0.6027734734697007
2000-09-08 00:00:00,1494.5,8.279,1959.312,4700.881,121.0157,0.8694,-0.8514223675392585
2000-09-11 00:00:00,1489.26,8.2794,1972.043,4704.873,121.1065,0.8584,-1.045719842929366
2000-09-12 00:00:00,1481.99,8.2786,1979.095,4734.01,121.4083,0.8626,0.41993430636936496
2000-09-13 00:00:00,1484.91,8.2787,1988.936,4771.325,121.3787,0.861,-0.7497966371708299
2000-09-14 00:00:00,1480.87,8.2777,1979.505,4727.811,121.5818,0.8645,-0.12289283210971821
2000-09-15 00:00:00,1465.81,8.2773,1978.434,4710.797,121.8581,0.8556,0.7426238000028466
2000-09-18 00:00:00,1444.51,8.2771,1946.753,4628.838,122.2653,0.8537,-0.9060423112141919
2000-09-19 00:00:00,1459.9,8.2772,1903.154,4512.509,122.1614,0.8507,-1.6471841693243023
2000-09-20 00:00:00,1451.34,8.2779,1922.289,4551.033,122.2908,0.8475,0.0422154693950658
2000-09-21 00:00:00,1449.05,8.2775,1907.306,4518.344,121.9176,0.8582,-0.03267079810539258
2000-09-22 00:00:00,1448.72,8.2778,1891.984,4465.131,121.4731,0.8786,1.3011890786516345
2000-09-25 00:00:00,1439.03,8.2787,1875.911,4428.032,121.4614,0.8726,1.08154717047528
2000-09-26 00:00:00,1427.21,8.2793,1887.829,4477.398,121.1164,0.8822,0.2544288574846434
2000-09-27 00:00:00,1426.57,8.2791,1914.086,4541.323,121.2302,0.8832,0.1683378452773613
2000-09-28 00:00:00,1458.29,8.2795,1889.289,4465.197,121.3164,0.8815,-0.4681865316540875
2000-09-29 00:00:00,1436.51,8.2799,1910.161,4523.658,121.3081,0.8819,-0.27517350804524965
2000-10-10 00:00:00,1387.02,8.279,1942.149,4572.208,122.0135,0.8712,-1.6872903858411226
2000-10-11 00:00:00,1364.59,8.2789,1933.726,4557.312,121.9046,0.8685,0.2714555100556101
2000-10-12 00:00:00,1329.78,8.2786,1926.324,4514.488,122.2134,0.8623,-0.47334074878104443
2000-10-13 00:00:00,1374.17,8.2786,1918.157,4481.065,122.7924,0.8537,0.24458684545776832
2000-10-16 00:00:00,1374.62,8.2784,1902.809,4468.678,123.2557,0.8496,-0.17612035784795244
2000-10-17 00:00:00,1349.97,8.2781,1909.49,4491.989,123.269,0.8551,-0.30509259706496744
2000-10-18 00:00:00,1342.13,8.2784,1922.845,4555.477,123.653,0.838,0.20625488443665718
2000-10-19 00:00:00,1388.76,8.2781,1913.42,4514.15,123.5154,0.8433,0.3328979836519471
2000-10-20 00:00:00,1396.93,8.278,1947.455,4611.978,123.5873,0.8421,-0.5783108673853387
2000-10-23 00:00:00,1395.78,8.2778,1958.938,4611.93,123.5897,0.835,0.6608422527000322
2000-10-24 00:00:00,1398.13,8.2784,1956.344,4601.88,123.6096,0.8369,-0.6273712719743614
2000-10-25 00:00:00,1364.9,8.2784,1977.254,4643.335,124.166,0.8268,1.6067645813876046
2000-10-26 00:00:00,1364.44,8.2782,1967.673,4594.681,124.4613,0.8288,0.8146135945901088
2000-10-27 00:00:00,1379.58,8.2785,1967.405,4602.573,124.0553,0.8402,1.1572514333932031
2000-10-30 00:00:00,1398.66,8.2788,1973.578,4597.007,124.0767,0.8422,-0.8584270270444816
2000-10-31 00:00:00,1429.4,8.278,1961.287,4573.224,123.8378,0.8488,-0.3794104013323376
2000-11-01 00:00:00,1421.22,8.2775,1977.363,4604.415,123.4168,0.8606,-0.7274552955957001
2000-11-02 00:00:00,1428.32,8.2773,1984.26,4629.073,123.4607,0.8601,0.6141600060312119
2000-11-03 00:00:00,1426.69,8.277,1981.631,4628.42,123.2863,0.865,0.00938797578723451
2000-11-06 00:00:00,1432.19,8.2768,1991.173,4646.261,123.2882,0.8607,-0.4168885615510059
2000-11-07 00:00:00,1431.87,8.2771,1997.077,4632.966,123.4251,0.8606,0.8054968092205
2000-11-08 00:00:00,1409.28,8.2769,2012.908,4675.574,123.6917,0.855,1.6507793579115888
2000-11-09 00:00:00,1400.14,8.2772,2032.482,4749.51,123.7023,0.8655,-0.7616249592387937
2000-11-10 00:00:00,1365.98,8.2768,2047.458,4826.12,123.558,0.8609,0.24650543947422382
2000-11-13 00:00:00,1351.26,8.2772,2070.788,4913.643,123.5741,0.8605,0.7640648018057066
2000-11-14 00:00:00,1382.95,8.2768,2085.118,4927.285,123.6254,0.8567,-2.4648796243180207
2000-11-15 00:00:00,1389.81,8.2773,2081.905,4915.059,123.7995,0.8575,-0.2795554446571973
2000-11-16 00:00:00,1372.32,8.2768,2095.984,4953.34,124.0948,0.8516,1.1642466315249889
2000-11-17 00:00:00,1367.72,8.2773,2093.235,4953.893,124.2475,0.8474,0.9108838462488479
2000-11-20 00:00:00,1342.62,8.2769,2101.389,4960.992,124.5117,0.8492,0.9928283158082066
2000-11-21 00:00:00,1347.35,8.2779,2097.982,4928.782,124.6231,0.8428,-1.0342410779082918
2000-11-22 00:00:00,1322.36,8.2786,2113.303,4986.285,124.6319,0.843,-1.4600990459340526
2000-11-24 00:00:00,1341.77,8.278,2053.37,4841.469,124.9667,0.838,-0.07925533842584209
2000-11-27 00:00:00,1348.97,8.2779,2049.671,4818.441,124.3381,0.8513,0.5608353926076068
2000-11-28 00:00:00,1336.09,8.278,2079.396,4868.2,124.2394,0.8558,-1.112685784172553
2000-11-29 00:00:00,1341.91,8.2777,2067.495,4819.996,124.411,0.8575,-0.4749912018461392
2000-11-30 00:00:00,1314.95,8.2774,2070.613,4829.994,124.0386,0.8716,-0.36238000287110195
2000-12-01 00:00:00,1315.23,8.2777,2081.843,4850.008,123.7795,0.8783,-1.5375052714407056
2000-12-04 00:00:00,1324.97,8.2775,2092.139,4855.223,123.4875,0.8873,1.4097407181553288
2000-12-05 00:00:00,1376.54,8.2771,2091.67,4820.59,123.537,0.8804,0.4429806291067731
2000-12-06 00:00:00,1351.46,8.277,2075.627,4771.48,123.1678,0.8905,0.6727703314964911
2000-12-07 00:00:00,1343.55,8.277,2075.044,4753.005,123.0367,0.8887,-0.09574602164094499
2000-12-08 00:00:00,1369.89,8.277,2073.163,4747.943,123.1365,0.8831,0.5114898072342866
2000-12-11 00:00:00,1380.2,8.2769,2046.076,4667.243,123.2059,0.8766,-0.5180696408701356
2000-12-12 00:00:00,1371.18,8.2773,2059.053,4704.887,123.4533,0.8795,-0.21965995900935395
2000-12-13 00:00:00,1359.99,8.2771,2056.12,4680.492,123.5849,0.8755,1.2554104525071161
2000-12-14 00:00:00,1340.93,8.277,2051.079,4698.695,123.1362,0.8889,0.32633005352994626
2000-12-15 00:00:00,1312.15,8.2768,2039.364,4695.806,122.7829,0.8956,-1.6482479209529883
2000-12-18 00:00:00,1322.74,8.2768,2044.545,4710.822,122.9563,0.8936,0.4923273078308478
2000-12-19 00:00:00,1305.6,8.2774,2049.032,4699.026,123.0555,0.8931,-0.5541443928793834
2000-12-20 00:00:00,1264.74,8.2772,2071.268,4743.212,122.6835,0.9137,-0.44153282724772186
2000-12-21 00:00:00,1274.86,8.2769,2076.886,4742.957,122.704,0.916,-0.3462204445420749
2000-12-22 00:00:00,1305.97,8.2768,2069.768,4720.917,122.4491,0.9253,0.5555348648772974
2000-12-26 00:00:00,1315.19,8.277,2076.266,4696.856,122.2836,0.9293,-1.0430217016659926
2000-12-27 00:00:00,1328.92,8.2769,2058.244,4680.281,122.4719,0.9298,1.2614040146543755
2000-12-28 00:00:00,1334.22,8.277,2053.704,4705.614,122.6602,0.9283,-0.5429844849592429
2000-12-29 00:00:00,1320.28,8.2781,2073.477,4752.751,122.2136,0.9397,0.39365977885094644
2001-01-02 00:00:00,1283.27,8.2774,2103.469,4797.961,122.1635,0.9486,0.32970053759802737
2001-01-03 00:00:00,1347.56,8.2779,2123.899,4822.946,122.2198,0.9295,-0.5141760769012399
2001-01-04 00:00:00,1333.34,8.2773,2117.405,4801.169,122.2537,0.9502,0.6973708221748008
2001-01-05 00:00:00,1298.35,8.2781,2125.3,4792.28,122.1651,0.9567,-0.10296316293044423
2001-01-08 00:00:00,1295.86,8.2775,2102.064,4719.379,122.108,0.9503,-2.6262226371732744
2001-01-09 00:00:00,1300.8,8.2778,2101.135,4739.549,122.5102,0.9438,1.099626658374046
2001-01-10 00:00:00,1313.27,8.2771,2125.615,4787.199,122.693,0.9394,-0.061762254139987906
2001-01-11 00:00:00,1326.82,8.2769,2119.141,4817.29,122.5608,0.9511,-0.5799462611585255
2001-01-12 00:00:00,1318.32,8.2767,2104.747,4793.096,122.8174,0.9517,-0.30832092554803936
2001-01-16 00:00:00,1326.65,8.2767,2045.887,4678.181,123.3455,0.941,-0.9352768664590921
2001-01-17 00:00:00,1329.47,8.2766,2034.584,4659.393,123.6733,0.934,-0.44735309459930345
2001-01-18 00:00:00,1347.97,8.2764,2043.11,4690.594,123.2829,0.9442,-0.8468870125540723
2001-01-19 00:00:00,1342.54,8.2764,2065.606,4743.368,123.0814,0.9338,-0.19989668305506528
2001-02-05 00:00:00,1354.31,8.2774,2008.032,4636.869,122.5838,0.9386,-0.7523972587780265
2001-02-06 00:00:00,1352.26,8.277,1995.315,4608.214,122.7833,0.9299,-0.560213638024936
2001-02-07 00:00:00,1340.89,8.2766,1979.939,4560.027,122.985,0.9304,0.08205666664899851
2001-02-08 00:00:00,1332.53,8.2765,1930.138,4410.29,123.4372,0.9177,0.4602016872987934
2001-02-09 00:00:00,1314.76,8.2763,1956.97,4478.805,123.4269,0.9257,0.8563567485756868
2001-02-12 00:00:00,1330.31,8.2764,1961.221,4460.171,123.4924,0.931,0.15377492211926383
2001-02-13 00:00:00,1318.8,8.2774,1963.528,4463.92,123.6184,0.9198,0.8617471138005417
2001-02-14 00:00:00,1315.92,8.2765,1963.2,4468.756,123.6659,0.9182,-0.2931003170314456
2001-02-15 00:00:00,1326.61,8.2764,1946.479,4435.738,123.8569,0.9031,0.8331064836821571
2001-02-16 00:00:00,1301.53,8.2772,1941.964,4441.605,123.691,0.9137,2.0071775202062745
2001-02-20 00:00:00,1278.94,8.2766,1953.218,4474.765,123.9657,0.9099,-2.210248436766858
2001-02-21 00:00:00,1255.27,8.2767,1909.326,4362.647,124.2145,0.9079,-0.2198977452817464
2001-02-22 00:00:00,1252.82,8.2772,1907.26,4352.403,124.3327,0.9046,0.5310495317973251
2001-02-23 00:00:00,1245.86,8.2769,1936.346,4413.339,124.2205,0.9185,1.809425328778162
2001-02-26 00:00:00,1267.65,8.2774,1953.341,4465.152,124.1421,0.9113,0.7020867977435101
2001-02-27 00:00:00,1257.94,8.2776,1962.042,4462.047,123.9521,0.916,-0.8613593326071274
2001-02-28 00:00:00,1239.94,8.2781,1959.18,4453.143,123.9796,0.9229,0.5692002471125351
2001-03-01 00:00:00,1241.23,8.2783,1965.121,4495.498,123.915,0.9316,-1.0080903035950781
2001-03-02 00:00:00,1234.18,8.2778,1985.111,4578.637,123.9198,0.9339,-1.0968599368132959
2001-03-05 00:00:00,1241.41,8.2782,1984.2,4571.656,124.0947,0.9298,-0.5231570011104515
2001-03-06 00:00:00,1253.8,8.2777,1990.06,4601.68,123.8626,0.9331,1.3847817758196503
2001-03-07 00:00:00,1261.89,8.2778,1991.177,4615.805,124.3904,0.9284,0.44600428332431197
2001-03-08 00:00:00,1264.74,8.2773,2000.9,4677.12,124.2754,0.9312,-0.5589152094957524
2001-03-09 00:00:00,1233.42,8.277,2011.66,4732.038,124.2747,0.9325,0.09124724610395353
